player,player_id,position,team_name,grades_offense,snap_counts_block,rank,Year,index,player_name,year_signed,age,contract_length,value,average/year
Clint Boling,6253,G,CIN,72.3,1129,73.0,2014,3439,Clint Boling,2014,24,4,"$2,512,448",628112
David Bakhtiari,7891,T,GB,72.2,1150,74.0,2014,2831,David Bakhtiari,2014,22,4,"$2,615,400",653850
Trai Turner,8727,G,CAR,72.1,811,75.0,2014,2718,Trai Turner,2014,20,4,"$2,791,176",697794
D.J. Fluker,7792,T,LAC,72.1,1029,75.0,2014,2821,D.J. Fluker,2014,23,4,"$11,402,498",2850625
Ryan Kalil,3675,C,CAR,72.1,1231,75.0,2014,3568,Ryan Kalil,2014,29,6,"$49,116,000",8186000
Justin Britt,8699,T,SEA,72.0,1171,78.0,2014,2605,Justin Britt,2014,22,4,"$3,546,930",886733
Justin Blalock,3655,G,ATL,71.7,983,79.0,2014,3502,Justin Blalock,2014,30,6,"$38,400,000",6400000
Oday Aboushi,7923,G,NYJ,71.7,722,79.0,2014,2977,Oday Aboushi,2014,22,4,"$2,359,000",589750
Russell Okung,5531,T,SEA,71.2,1057,81.0,2014,3734,Russell Okung,2014,25,6,"$48,500,000",8083333
Ben Grubbs,3645,G,NO,71.2,1137,81.0,2014,3087,Ben Grubbs,2014,30,5,"$36,000,000",7200000
Andy Levitre,4974,G,TEN,71.1,974,83.0,2014,2769,Andy Levitre,2014,27,6,"$46,800,000",7800000
Chris Chester,3001,G,WAS,70.9,1064,84.0,2014,3433,Chris Chester,2014,31,5,"$20,000,000",4000000
Bobby Massie,7112,T,ARZ,70.8,1116,85.0,2014,3091,Bobby Massie,2014,24,4,"$2,543,380",635845
Jahri Evans,3053,G,NO,70.6,1143,86.0,2014,3664,Jahri Evans,2014,30,7,"$56,700,000",8100000
Breno Giacomini,4464,T,NYJ,70.3,1091,87.0,2014,2454,Breno Giacomini,2014,28,4,"$18,000,000",4500000
Justin Pugh,7800,T,NYG,70.3,917,87.0,2014,2919,Justin Pugh,2014,23,4,"$8,345,898",2086475
Ben Jones,7099,G,HST,70.2,1054,89.0,2014,3088,Ben Jones,2014,24,4,"$2,581,448",645362
Ryan Wendell,4602,G,NE,70.2,1106,89.0,2014,2690,Ryan Wendell,2014,27,2,"$6,850,000",3425000
Roberto Garza,856,C,CHI,70.1,755,91.0,2014,2678,Roberto Garza,2014,34,1,"$1,500,000",1500000
LaAdrian Waddle,8460,T,DET,70.1,551,91.0,2014,2937,LaAdrian Waddle,2014,22,3,"$1,495,000",498333
Ryan Harris,3686,T,KC,70.1,962,91.0,2014,2684,Ryan Harris,2014,29,1,"$730,000",730000
John Sullivan,4501,C,MIN,70.0,983,94.0,2014,3227,John Sullivan,2014,28,5,"$24,500,000",4900000
Gabe Jackson,8716,G,LV,69.8,821,95.0,2014,2539,Gabe Jackson,2014,22,4,"$2,952,789",738197
Jack Mewhort,8694,G,IND,69.2,1204,96.0,2014,2556,Jack Mewhort,2014,22,4,"$3,573,801",893450
Ramon Foster,5229,G,PIT,69.0,1042,97.0,2014,2991,Ramon Foster,2014,28,3,"$5,500,000",1833333
Chris Watt,8724,G,LAC,68.8,489,98.0,2014,2483,Chris Watt,2014,23,4,"$2,816,640",704160
Manuel Ramirez,3733,C,DEN,68.7,1203,99.0,2014,2951,Manuel Ramirez,2014,31,2,"$3,150,000",1575000
Jermon Bushrod,3741,T,CHI,68.7,931,99.0,2014,2897,Jermon Bushrod,2014,29,5,"$35,965,000",7193000
Austin Howard,5847,G,LV,68.6,1043,101.0,2014,2443,Austin Howard,2014,26,5,"$30,000,000",6000000
Andrew Gardner,5105,T,PHI,68.5,676,102.0,2014,2432,Andrew Gardner,2014,27,2,"$1,485,000",742500
Patrick Omameh,8277,G,TB,68.0,905,103.0,2014,2983,Patrick Omameh,2014,24,3,"$1,488,000",496000
Jonathan Goodwin,1146,C,NO,67.6,855,104.0,2014,2593,Jonathan Goodwin,2014,35,1,"$1,020,000",1020000
Evan Smith,5390,C,TB,67.6,931,104.0,2014,2533,Evan Smith,2014,27,4,"$14,250,000",3562500
J.D. Walton,5604,C,NYG,67.5,1125,106.0,2014,2551,J.D. Walton,2014,26,2,"$6,000,000",3000000
Eric Fisher,7783,T,KC,67.2,1012,107.0,2014,2857,Eric Fisher,2014,23,4,"$22,190,498",5547625
John Jerry,5598,G,NYG,67.2,1133,107.0,2014,2587,John Jerry,2014,27,1,"$795,000",795000
Luke Joeckel,7784,T,JAX,66.8,985,109.0,2014,2948,Luke Joeckel,2014,22,4,"$21,201,598",5300400
Rodger Saffold,5558,G,LA,66.8,927,109.0,2014,2679,Rodger Saffold,2014,25,5,"$42,500,000",8500000
Shawn Lauvao,5616,G,WAS,66.5,964,111.0,2014,2700,Shawn Lauvao,2014,26,4,"$17,000,000",4250000
Eugene Monroe,4931,T,BLT,65.7,732,112.0,2014,2531,Eugene Monroe,2014,26,5,"$37,500,000",7500000
Matt Kalil,7010,T,MIN,65.6,1036,113.0,2014,3270,Matt Kalil,2014,25,4,"$19,770,598",4942650
Russell Bodine,8746,C,CIN,65.6,1129,113.0,2014,2682,Russell Bodine,2014,21,4,"$2,676,456",669114
Anthony Collins,4426,T,TB,65.3,624,115.0,2014,2437,Anthony Collins,2014,28,5,"$30,000,000",6000000
Andre Smith,4929,T,CIN,65.2,487,116.0,2014,2765,Andre Smith,2014,27,3,"$18,000,000",6000000
Zane Beadles,5570,G,JAX,65.0,1040,117.0,2014,2750,Zane Beadles,2014,27,5,"$30,000,000",6000000
Willie Colon,3076,G,NYJ,64.7,1083,119.0,2014,2742,Willie Colon,2014,30,1,"$2,000,000",2000000
Michael Ola,9032,T,CHI,64.6,825,120.0,2014,2645,Michael Ola,2014,25,3,"$1,535,000",511667
Bryan Stork,8740,C,NE,64.5,892,121.0,2014,2461,Bryan Stork,2014,23,4,"$2,697,000",674250
Luke Bowanko,8839,C,JAX,64.3,923,122.0,2014,2623,Luke Bowanko,2014,22,4,"$2,314,052",578513
Michael Oher,4946,T,TEN,64.0,658,123.0,2014,2644,Michael Oher,2014,27,4,"$20,000,000",5000000
Zach Fulton,8828,G,KC,64.0,1003,123.0,2014,2747,Zach Fulton,2014,22,4,"$2,349,220",587305
Dominic Raiola,820,C,DET,63.5,1093,125.0,2014,2518,Dominic Raiola,2014,35,1,"$1,500,000",1500000
Brian Schwenke,7889,C,TEN,63.4,654,126.0,2014,2789,Brian Schwenke,2014,23,4,"$2,624,260",656065
Ja'Wuan James,8654,T,MIA,63.4,1046,126.0,2014,2552,Ja'Wuan James,2014,22,4,"$8,428,398",2107100
Samson Satele,3676,C,MIA,63.3,1083,128.0,2014,2694,Samson Satele,2014,29,1,"$2,000,000",2000000
Tom Compton,7181,T,WAS,63.3,657,128.0,2014,3377,Tom Compton,2014,24,4,"$2,200,000",550000
Ted Larsen,5728,G,ARZ,63.1,1097,130.0,2014,2712,Ted Larsen,2014,26,2,"$2,600,000",1300000
Jordan Mills,7945,T,CHI,62.7,822,131.0,2014,2913,Jordan Mills,2014,23,4,"$2,324,800",581200
Chad Rinehart,4410,G,LAC,62.6,1076,132.0,2014,2472,Chad Rinehart,2014,28,2,"$5,100,000",2550000
Weston Richburg,8678,G,NYG,62.4,1042,133.0,2014,2735,Weston Richburg,2014,22,4,"$4,877,351",1219338
Lance Louis,5170,G,IND,62.3,736,134.0,2014,2620,Lance Louis,2014,28,2,"$1,475,000",737500
James Carpenter,6177,G,SEA,62.0,999,135.0,2014,3477,James Carpenter,2014,25,4,"$7,641,502",1910376
Jonathan Martin,7046,T,SF,62.0,646,135.0,2014,3229,Jonathan Martin,2014,24,4,"$4,784,267",1196067
Austin Pasztor,7689,T,JAX,62.0,493,135.0,2014,2444,Austin Pasztor,2014,23,1,"$570,000",570000
Charlie Johnson,3144,G,MIN,61.7,874,138.0,2014,2475,Charlie Johnson,2014,29,2,"$5,000,000",2500000
Kraig Urbik,5002,G,BUF,61.5,621,139.0,2014,2933,Kraig Urbik,2014,28,4,"$14,600,000",3650000
Gosder Cherilus,4331,T,IND,61.4,958,140.0,2014,2870,Gosder Cherilus,2014,29,5,"$35,000,000",7000000
Greg Robinson,8637,T,LA,61.3,729,141.0,2014,2547,Greg Robinson,2014,21,4,"$21,284,098",5321025
Jonotthan Harrison,9132,C,IND,61.0,698,142.0,2014,2595,Jonotthan Harrison,2014,22,3,"$1,537,500",512500
Johnnie Troutman,7651,G,LAC,60.2,780,143.0,2014,3228,Johnnie Troutman,2014,26,4,"$2,291,752",572938
James Stone,9148,C,ATL,59.9,679,144.0,2014,2562,James Stone,2014,22,3,"$1,534,000",511333
Jake Matthews,8641,T,ATL,59.7,955,145.0,2014,2558,Jake Matthews,2014,22,4,"$16,429,501",4107375
Byron Bell,6848,T,CAR,59.7,1163,145.0,2014,2466,Byron Bell,2014,25,1,"$2,187,000",2187000
Mike Pouncey,6167,G,MIA,58.9,776,147.0,2014,3542,Mike Pouncey,2014,24,4,"$9,259,695",2314924
Paul Fanaika,5137,G,ARZ,58.6,948,148.0,2014,2665,Paul Fanaika,2014,27,1,"$780,000",780000
Nate Chandler,7521,T,CAR,58.5,694,149.0,2014,2655,Nate Chandler,2014,25,3,"$4,550,000",1516667
Khalif Barnes,2269,T,LV,57.7,776,150.0,2014,2618,Khalif Barnes,2014,26,1,"$1,200,000",1200000
Seantrel Henderson,8871,T,BUF,57.3,1064,151.0,2014,2698,Seantrel Henderson,2014,22,4,"$2,270,880",567720
Dan Connolly,2540,G,NE,56.8,1056,152.0,2014,3133,Dan Connolly,2014,31,3,"$9,750,000",3250000
Davin Joseph,2968,G,LA,55.4,883,153.0,2014,2511,Davin Joseph,2014,30,1,"$1,750,000",1750000
Scott Wells,1965,C,LA,55.1,987,154.0,2014,2696,Scott Wells,2014,32,2,"$7,250,000",3625000
Marcus Martin,8705,C,SF,54.1,516,155.0,2014,2628,Marcus Martin,2014,20,4,"$3,069,248",767312
Daryn Colledge,2992,G,MIA,53.8,746,156.0,2014,2505,Daryn Colledge,2014,32,1,"$2,000,000",2000000
Lyle Sendlein,4062,C,ARZ,53.8,1116,156.0,2014,3522,Lyle Sendlein,2014,30,5,"$16,250,000",3250000
Mike McGlynn,4423,G,KC,50.4,811,158.0,2014,2650,Mike McGlynn,2014,29,2,"$2,700,000",1350000
Dallas Thomas,7858,G,MIA,47.7,676,159.0,2014,2824,Dallas Thomas,2014,24,4,"$2,846,376",711594
Nick McDonald,5940,C,CLV,39.8,472,160.0,2014,2657,Nick McDonald,2014,26,2,"$1,407,500",703750
Evan Mathis,2296,G,PHI,95.0,1165,1.0,2013,3172,Evan Mathis,2013,31,5,"$25,500,000",5100000
Trent Williams,5529,T,WAS,91.8,1148,2.0,2013,3754,Trent Williams,2013,25,6,"$60,000,000",10000000
Andrew Whitworth,3000,T,CIN,91.3,1003,3.0,2013,3908,Andrew Whitworth,2013,31,6,"$24,635,000",4105833
Chris Myers,2417,C,HST,90.8,1124,4.0,2013,3114,Chris Myers,2013,31,4,"$25,000,000",6250000
Josh Sitton,4449,G,GB,90.7,1187,5.0,2013,3500,Josh Sitton,2013,27,5,"$33,750,000",6750000
Jake Long,4315,T,LA,90.4,858,7.0,2013,2882,Jake Long,2013,27,4,"$34,000,000",8500000
Joe Thomas,3619,T,CLV,90.2,1119,8.0,2013,3492,Joe Thomas,2013,28,7,"$80,500,000",11500000
Tyron Smith,6161,T,DAL,88.8,1003,9.0,2013,3590,Tyron Smith,2013,22,4,"$12,496,098",3124025
Dominic Raiola,820,C,DET,87.9,1139,10.0,2013,3647,Dominic Raiola,2013,33,4,"$20,000,000",5000000
Louis Vasquez,5001,G,DEN,87.9,1421,10.0,2013,2946,Louis Vasquez,2013,25,4,"$23,500,000",5875000
Brandon Brooks,7078,G,HST,87.6,1046,12.0,2013,3092,Brandon Brooks,2013,23,4,"$2,800,000",700000
King Dunlap,4544,T,LAC,87.5,786,13.0,2013,2931,King Dunlap,2013,27,2,"$3,700,000",1850000
Jason Kelce,6343,C,PHI,87.4,1156,14.0,2013,3482,Jason Kelce,2013,25,4,"$2,137,432",534358
Jordan Gross,1324,T,CAR,87.4,1059,14.0,2013,2912,Jordan Gross,2013,32,1,"$5,500,000",5500000
John Sullivan,4501,C,MIN,86.4,1025,16.0,2013,3227,John Sullivan,2013,27,5,"$24,500,000",4900000
Manuel Ramirez,3733,C,DEN,86.3,1427,17.0,2013,2951,Manuel Ramirez,2013,30,2,"$3,150,000",1575000
Travis Frederick,7812,C,DAL,85.4,1005,18.0,2013,3045,Travis Frederick,2013,22,4,"$6,870,028",1717507
Alex Mack,4944,C,CLV,85.1,1120,19.0,2013,3769,Alex Mack,2013,27,5,"$14,600,000",2920000
Larry Warford,7846,G,DET,84.9,1142,20.0,2013,2942,Larry Warford,2013,21,4,"$3,075,000",768750
Nate Solder,6169,T,NE,84.9,1220,20.0,2013,3545,Nate Solder,2013,25,4,"$8,540,492",2135123
Matt Slauson,5117,G,CHI,84.8,1060,22.0,2013,2959,Matt Slauson,2013,27,1,"$815,000",815000
Duane Brown,4340,T,HST,84.7,956,23.0,2013,3164,Duane Brown,2013,27,6,"$53,400,000",8900000
Michael Roos,2258,T,TEN,84.7,1080,23.0,2013,3986,Michael Roos,2013,30,6,"$43,000,000",7166667
Joe Staley,3644,T,SF,84.5,1123,25.0,2013,3224,Joe Staley,2013,25,6,"$44,650,000",7441667
Brandon Fusco,6324,G,MIN,83.9,909,26.0,2013,3418,Brandon Fusco,2013,25,4,"$2,154,224",538556
Eugene Monroe,4931,T,BLT,83.7,1046,27.0,2013,3804,Eugene Monroe,2013,25,5,"$26,250,000",5250000
Evan Smith,5390,C,GB,83.5,1120,28.0,2013,2863,Evan Smith,2013,26,1,"$1,323,000",1323000
Marshal Yanda,3702,G,BLT,83.4,1148,29.0,2013,3527,Marshal Yanda,2013,28,5,"$32,000,000",6400000
Richie Incognito,2298,G,MIA,82.7,468,30.0,2013,3560,Richie Incognito,2013,29,3,"$12,900,000",4300000
Ben Grubbs,3645,G,NO,82.4,1282,31.0,2013,3087,Ben Grubbs,2013,29,5,"$36,000,000",7200000
Cordy Glenn,7045,T,BUF,82.3,1165,32.0,2013,3125,Cordy Glenn,2013,23,4,"$4,865,180",1216295
Chris Clark,4623,T,DEN,82.1,1284,33.0,2013,2807,Chris Clark,2013,27,1,"$1,323,000",1323000
Andy Levitre,4974,G,TEN,81.9,1074,34.0,2013,2769,Andy Levitre,2013,26,6,"$46,800,000",7800000
David DeCastro,7640,G,PIT,81.5,952,36.0,2013,3142,David DeCastro,2013,23,4,"$7,813,898",1953475
Mackenzy Bernadeau,4564,G,DAL,81.0,682,37.0,2013,3261,Mackenzy Bernadeau,2013,27,4,"$11,500,000",2875000
Demar Dotson,5410,T,TB,80.8,1043,38.0,2013,2836,Demar Dotson,2013,27,3,"$4,500,000",1500000
T.J. Lang,5032,G,GB,80.4,1159,39.0,2013,3367,T.J. Lang,2013,25,4,"$20,800,000",5200000
Will Montgomery,3179,C,WAS,80.0,1150,40.0,2013,3397,Will Montgomery,2013,30,4,"$12,000,000",3000000
Stefen Wisniewski,6200,C,LV,80.0,911,40.0,2013,3576,Stefen Wisniewski,2013,24,4,"$4,135,402",1033851
Andre Smith,4929,T,CIN,79.9,1186,42.0,2013,2765,Andre Smith,2013,26,3,"$18,000,000",6000000
Jeremy Zuttah,4397,C,TB,79.9,1021,42.0,2013,3219,Jeremy Zuttah,2013,26,4,"$16,500,000",4125000
Todd Herremans,2343,G,PHI,79.7,1165,44.0,2013,3375,Todd Herremans,2013,30,3,"$18,000,000",6000000
Doug Free,3738,T,DAL,79.2,1005,45.0,2013,2844,Doug Free,2013,28,2,"$7,000,000",3500000
Jahri Evans,3053,G,NO,79.1,1130,46.0,2013,3664,Jahri Evans,2013,29,7,"$56,700,000",8100000
Garrett Reynolds,5080,G,ATL,79.0,682,47.0,2013,2866,Garrett Reynolds,2013,25,2,"$2,587,500",1293750
Logan Mankins,2249,G,NE,78.9,1319,48.0,2013,3521,Logan Mankins,2013,31,6,"$51,000,000",8500000
Zach Strief,3155,T,NO,78.8,1189,49.0,2013,3600,Zach Strief,2013,29,3,"$5,750,000",1916667
Mike Pouncey,6167,C,MIA,78.8,902,49.0,2013,3542,Mike Pouncey,2013,23,4,"$9,259,695",2314924
Clint Boling,6253,G,CIN,78.7,780,51.0,2013,3439,Clint Boling,2013,23,4,"$2,512,448",628112
Donald Penn,3459,T,TB,78.6,1040,52.0,2013,3648,Donald Penn,2013,29,6,"$41,700,000",6950000
Kevin Zeitler,7032,G,CIN,78.2,866,53.0,2013,3247,Kevin Zeitler,2013,23,4,"$7,544,200",1886050
Tyler Polumbus,4581,T,WAS,78.0,1150,54.0,2013,3051,Tyler Polumbus,2013,27,2,"$2,000,000",1000000
Zane Beadles,5570,G,DEN,77.8,1427,55.0,2013,3765,Zane Beadles,2013,26,4,"$4,321,000",1080250
Rodger Saffold,5558,T,LA,77.8,546,55.0,2013,3731,Rodger Saffold,2013,24,4,"$6,173,000",1543250
Brian De La Puente,4679,C,NO,77.8,1281,55.0,2013,2787,Brian De La Puente,2013,27,1,"$2,023,000",2023000
Ryan Kalil,3675,C,CAR,77.5,1072,58.0,2013,3568,Ryan Kalil,2013,28,6,"$49,116,000",8186000
Travelle Wharton,1815,G,CAR,77.4,897,59.0,2013,3043,Travelle Wharton,2013,32,1,"$1,100,000",1100000
Branden Albert,4329,T,KC,77.2,859,60.0,2013,2780,Branden Albert,2013,28,1,"$9,828,000",9828000
Kraig Urbik,5002,G,BUF,77.1,1147,61.0,2013,2933,Kraig Urbik,2013,27,4,"$14,600,000",3650000
Anthony Castonzo,6174,T,IND,76.9,1207,62.0,2013,3411,Anthony Castonzo,2013,24,4,"$8,001,096",2000274
Nick Hardwick,1787,C,LAC,76.5,1142,63.0,2013,3303,Nick Hardwick,2013,31,3,"$13,250,000",4416667
Roberto Garza,856,C,CHI,76.3,1060,64.0,2013,3337,Roberto Garza,2013,33,2,"$6,550,000",3275000
Rodney Hudson,6207,C,KC,76.2,1092,65.0,2013,3565,Rodney Hudson,2013,24,4,"$3,506,100",876525
Orlando Franklin,6198,T,DEN,75.9,1321,66.0,2013,3551,Orlando Franklin,2013,25,4,"$4,356,000",1089000
Mitchell Schwartz,7041,T,CLV,75.9,1120,66.0,2013,3297,Mitchell Schwartz,2013,23,4,"$5,170,840",1292710
LaAdrian Waddle,8460,T,DET,75.7,542,68.0,2013,2937,LaAdrian Waddle,2013,21,3,"$1,495,000",498333
Kory Lichtensteiger,4422,G,WAS,75.6,1133,69.0,2013,2932,Kory Lichtensteiger,2013,27,5,"$17,500,000",3500000
Justin Pugh,7800,T,NYG,75.1,1027,70.0,2013,2919,Justin Pugh,2013,22,4,"$8,345,898",2086475
Lane Johnson,7786,T,PHI,74.9,1162,71.0,2013,2940,Lane Johnson,2013,23,4,"$19,853,103",4963276
Chad Rinehart,4410,G,LAC,74.8,781,72.0,2013,2801,Chad Rinehart,2013,27,1,"$1,250,000",1250000
Kyle Cook,3914,C,CIN,74.7,1136,73.0,2013,3512,Kyle Cook,2013,30,4,"$14,000,000",3500000
Jermon Bushrod,3741,T,CHI,74.3,1060,74.0,2013,2897,Jermon Bushrod,2013,28,5,"$35,965,000",7193000
Ramon Foster,5229,G,PIT,74.2,846,75.0,2013,2991,Ramon Foster,2013,27,3,"$5,500,000",1833333
Gosder Cherilus,4331,T,IND,74.0,1211,76.0,2013,2870,Gosder Cherilus,2013,28,5,"$35,000,000",7000000
John Greco,4379,G,CLV,73.9,933,77.0,2013,2906,John Greco,2013,28,4,"$6,420,000",1605000
Chris Chester,3001,G,WAS,73.8,1150,78.0,2013,3433,Chris Chester,2013,30,5,"$20,000,000",4000000
Uche Nwaneri,3765,G,JAX,73.6,1063,79.0,2013,3757,Uche Nwaneri,2013,28,6,"$25,101,000",4183500
D'Brickashaw Ferguson,2949,T,NYJ,73.6,1055,79.0,2013,3639,D'Brickashaw Ferguson,2013,29,6,"$60,000,000",10000000
Justin Blalock,3655,G,ATL,73.5,1081,81.0,2013,3502,Justin Blalock,2013,29,6,"$38,400,000",6400000
Anthony Davis,5536,T,SF,73.5,1173,81.0,2013,2770,Anthony Davis,2013,23,5,"$33,200,000",6640000
Chance Warmack,7791,G,TEN,73.3,1080,83.0,2013,2802,Chance Warmack,2013,21,4,"$12,166,652",3041663
Nick Mangold,2974,C,NYJ,73.1,1052,84.0,2013,3547,Nick Mangold,2013,28,7,"$54,075,000",7725000
Rob Sims,3073,G,DET,72.9,1142,85.0,2013,3729,Rob Sims,2013,29,4,"$14,200,000",3550000
Matt Kalil,7010,T,MIN,72.8,1046,86.0,2013,3270,Matt Kalil,2013,24,4,"$19,770,598",4942650
Jon Asamoah,5593,G,KC,72.7,663,87.0,2013,3681,Jon Asamoah,2013,24,4,"$3,545,120",886280
Wade Smith,1393,G,HST,72.6,975,88.0,2013,3759,Wade Smith,2013,31,4,"$12,000,000",3000000
Eric Wood,4951,C,BUF,72.1,1165,89.0,2013,3802,Eric Wood,2013,27,5,"$9,335,000",1867000
Scott Wells,1965,C,LA,72.0,744,90.0,2013,3353,Scott Wells,2013,32,4,"$24,000,000",6000000
Max Unger,4972,C,SEA,71.8,944,91.0,2013,2963,Max Unger,2013,26,4,"$25,835,000",6458750
Joe Barksdale,6244,T,LA,71.2,831,92.0,2013,3489,Joe Barksdale,2013,24,4,"$2,579,800",644950
Lyle Sendlein,4062,C,ARZ,71.1,1090,93.0,2013,3522,Lyle Sendlein,2013,29,5,"$16,250,000",3250000
J.R. Sweezy,7209,G,SEA,71.0,1150,94.0,2013,3194,J.R. Sweezy,2013,24,4,"$2,156,848",539212
Austin Howard,5847,T,NYJ,70.7,1053,95.0,2013,2774,Austin Howard,2013,25,1,"$2,023,000",2023000
Mike Iupati,5542,G,SF,70.6,850,96.0,2013,3708,Mike Iupati,2013,26,5,"$15,110,625",3022125
Kyle Long,7801,G,CHI,70.4,1060,97.0,2013,2934,Kyle Long,2013,24,4,"$8,300,952",2075238
Riley Reiff,7029,T,DET,70.4,1111,97.0,2013,3331,Riley Reiff,2013,24,4,"$7,993,700",1998425
Jonathan Goodwin,1146,C,SF,70.4,1168,97.0,2013,3497,Jonathan Goodwin,2013,34,3,"$10,900,000",3633333
David Stewart,2330,T,TEN,70.2,805,101.0,2013,3936,David Stewart,2013,30,7,"$36,883,000",5269000
Michael Oher,4946,T,BLT,69.9,1092,102.0,2013,3858,Michael Oher,2013,26,5,"$13,495,000",2699000
Ron Leary,7338,G,DAL,69.9,998,102.0,2013,3340,Ron Leary,2013,24,3,"$1,449,000",483000
Ryan Wendell,4602,C,NE,69.8,1331,104.0,2013,3570,Ryan Wendell,2013,27,3,"$2,490,000",830000
Mike Brisiel,3250,G,LV,69.5,877,105.0,2013,3287,Mike Brisiel,2013,30,5,"$20,000,000",4000000
John Jerry,5598,G,MIA,69.3,1016,106.0,2013,3680,John Jerry,2013,27,4,"$2,648,500",662125
Jeremy Trueblood,3004,T,ATL,69.2,629,107.0,2013,2896,Jeremy Trueblood,2013,29,1,"$905,000",905000
Tyson Clabo,2011,T,MIA,69.2,950,107.0,2013,3053,Tyson Clabo,2013,31,1,"$3,500,000",3500000
Willie Colon,3076,G,NYJ,69.1,1042,109.0,2013,3059,Willie Colon,2013,29,1,"$1,162,500",1162500
David Bakhtiari,7891,T,GB,69.0,1173,110.0,2013,2831,David Bakhtiari,2013,21,4,"$2,615,400",653850
Marcus Cannon,6290,T,NE,69.0,704,110.0,2013,3525,Marcus Cannon,2013,25,4,"$2,338,186",584547
Gino Gradkowski,7098,C,BLT,68.9,1147,112.0,2013,3183,Gino Gradkowski,2013,24,4,"$2,584,424",646106
Brian Schwenke,7889,C,TEN,68.8,568,113.0,2013,2789,Brian Schwenke,2013,22,4,"$2,624,260",656065
Kelvin Beachum,7229,T,PIT,68.7,831,114.0,2013,3244,Kelvin Beachum,2013,23,4,"$2,145,896",536474
D.J. Fluker,7792,T,LAC,68.6,1162,115.0,2013,2821,D.J. Fluker,2013,22,4,"$11,402,498",2850625
Breno Giacomini,4464,T,SEA,68.5,729,116.0,2013,3096,Breno Giacomini,2013,27,2,"$6,500,000",3250000
Fernando Velasco,4641,C,PIT,68.4,752,117.0,2013,2864,Fernando Velasco,2013,28,1,"$2,023,000",2023000
Marcus Gilbert,6215,T,PIT,68.3,954,118.0,2013,3526,Marcus Gilbert,2013,25,4,"$3,227,414",806854
Jeff Allen,7642,G,KC,68.1,964,119.0,2013,3214,Jeff Allen,2013,23,4,"$4,643,822",1160956
Kevin Boothe,3121,G,NYG,67.8,1022,120.0,2013,2924,Kevin Boothe,2013,29,1,"$905,000",905000
Dan Connolly,2540,G,NE,67.7,1250,121.0,2013,3133,Dan Connolly,2013,30,3,"$9,750,000",3250000
Charles Brown,5589,T,NO,67.4,954,122.0,2013,3625,Charles Brown,2013,26,4,"$3,100,000",775000
Daryn Colledge,2992,G,ARZ,67.3,1034,123.0,2013,3450,Daryn Colledge,2013,31,5,"$27,500,000",5500000
Charlie Johnson,3144,G,MIN,67.2,991,124.0,2013,3431,Charlie Johnson,2013,29,3,"$10,500,000",3500000
Brad Meester,627,C,JAX,67.0,1062,125.0,2013,2778,Brad Meester,2013,35,1,"$1,500,000",1500000
Alex Boone,5372,G,SF,66.8,1188,126.0,2013,3406,Alex Boone,2013,26,4,"$6,540,000",1635000
Erik Pears,2737,T,BUF,66.7,1165,127.0,2013,3466,Erik Pears,2013,31,3,"$9,300,000",3100000
Samson Satele,3676,C,IND,66.5,963,128.0,2013,3351,Samson Satele,2013,28,3,"$10,800,000",3600000
Hugh Thornton,7867,G,IND,66.3,998,129.0,2013,2874,Hugh Thornton,2013,21,4,"$2,735,380",683845
Jim Cordle,5826,C,NYG,66.0,481,130.0,2013,2898,Jim Cordle,2013,25,1,"$555,000",555000
Doug Legursky,4860,G,BUF,65.7,769,131.0,2013,2845,Doug Legursky,2013,26,2,"$2,000,000",1000000
Tony Pashos,1478,T,LV,65.1,721,132.0,2013,3041,Tony Pashos,2013,32,1,"$840,000",840000
Austin Pasztor,7689,T,JAX,65.1,793,132.0,2013,3084,Austin Pasztor,2013,22,3,"$1,442,000",480667
Jeromey Clary,3132,G,LAC,65.0,1102,134.0,2013,3488,Jeromey Clary,2013,29,4,"$20,000,000",5000000
Byron Bell,6848,T,CAR,65.0,1071,134.0,2013,3425,Byron Bell,2013,24,3,"$1,409,000",469667
Nate Chandler,7521,G,CAR,64.7,553,136.0,2013,3299,Nate Chandler,2013,23,3,"$1,446,000",482000
Eric Winston,3011,T,ARZ,64.5,1070,137.0,2013,2861,Eric Winston,2013,29,1,"$1,250,000",1250000
A.Q. Shipley,5150,G,BLT,64.0,713,138.0,2013,3064,A.Q. Shipley,2013,26,3,"$1,440,000",480000
Jamon Meredith,5086,G,TB,64.0,480,138.0,2013,3206,Jamon Meredith,2013,26,2,"$1,600,000",800000
Bryant McKinnie,1015,T,MIA,63.9,1022,140.0,2013,2797,Bryant McKinnie,2013,33,2,"$6,500,000",3250000
James Carpenter,6177,G,SEA,63.9,830,140.0,2013,3477,James Carpenter,2013,24,4,"$7,641,502",1910376
Shawn Lauvao,5616,G,CLV,63.4,751,142.0,2013,3743,Shawn Lauvao,2013,25,4,"$3,300,000",825000
Khalif Barnes,2269,T,LV,63.0,1046,143.0,2013,2930,Khalif Barnes,2013,30,1,"$915,000",915000
Don Barclay,7703,T,GB,62.0,1029,144.0,2013,3159,Don Barclay,2013,23,3,"$1,442,500",480833
Paul Fanaika,5137,G,ARZ,60.9,1091,145.0,2013,2985,Paul Fanaika,2013,27,1,"$630,000",630000
Lamar Holmes,7091,T,ATL,60.5,1056,146.0,2013,3254,Lamar Holmes,2013,23,4,"$2,633,600",658400
